date,interval_index,output_interval_label,load_actual_kw,load_pred_selected_kw,load_residual_kw,pv_actual_kw,pv_pred_selected_kw,pv_residual_kw,net_load_actual_kw,net_load_pred_kw,net_load_residual_kw,price_actual,price_pred_prev_day,price_residual
2025-01-01,37,6:10-6:20,5440.899100,,,0.416900,3.117300,-2.700400,5440.482200,,,1.069600,,
2025-01-01,38,6:20-6:30,5316.893000,,,0.000000,3.117300,-3.117300,5316.893000,,,0.997400,,
2025-01-01,39,6:30-6:40,5399.820000,,,0.000000,3.117300,-3.117300,5399.820000,,,1.045100,,
2025-01-01,40,6:40-6:50,5447.400700,,,5.806200,3.117300,2.688900,5441.594500,,,1.068400,,
2025-01-01,41,6:50-7:00,5444.401000,,,0.000000,3.117300,-3.117300,5444.401000,,,1.026700,,
2025-01-01,42,7:0-7:10,5433.630000,,,3.075000,3.117300,-0.042300,5430.555000,,,0.981400,,
2025-01-01,43,7:10-7:20,5449.281800,,,175.795300,1603.330500,-1427.535200,5273.486500,,,1.018700,,
2025-01-01,44,7:20-7:30,5510.004200,,,421.496000,1603.330500,-1181.834500,5088.508200,,,1.036200,,
2025-01-01,45,7:30-7:40,5476.000000,,,677.100000,1603.330500,-926.230500,4798.900000,,,0.967000,,
2025-01-01,46,7:40-7:50,5329.421500,,,950.811200,1603.330500,-652.519300,4378.610300,,,0.893000,,
2025-01-01,47,7:50-8:00,6084.116300,,,1255.570500,1603.330500,-347.760000,4828.545800,,,1.136000,,
2025-01-01,48,8:00-8:10,7316.000000,,,1592.287500,1603.330500,-11.043000,5723.712500,,,1.520900,,
2025-01-01,49,8:10-8:20,7469.494700,,,1937.521200,3409.092900,-1471.571700,5531.973500,,,1.520600,,
2025-01-01,50,8:20-8:30,7225.691000,,,2225.126100,3409.092900,-1183.966800,5000.564900,,,1.413200,,
2025-01-01,51,8:30-8:40,7216.130000,,,2490.112500,3409.092900,-918.980400,4726.017500,,,1.389500,,
2025-01-01,52,8:40-8:50,7361.700400,,,2826.314600,3409.092900,-582.778300,4535.385800,,,1.361000,,
2025-01-01,53,8:50-9:00,7275.513000,,,3122.131500,3409.092900,-286.961400,4153.381500,,,1.302800,,
2025-01-01,54,9:00-9:10,7077.290000,,,3350.962500,3409.092900,-58.130400,3726.327500,,,1.256200,,
2025-01-01,55,9:10-9:20,7221.876200,,,3601.797700,4871.287500,-1269.489800,3620.078500,,,1.274900,,
2025-01-01,56,9:20-9:30,7229.551300,,,3875.635200,4871.287500,-995.652300,3353.916100,,,1.273500,,
2025-01-01,57,9:30-9:40,7099.330000,,,4149.825000,4871.287500,-721.462500,2949.505000,,,1.213500,,
2025-01-01,58,9:40-9:50,7297.152100,,,4403.480200,4871.287500,-467.807300,2893.671900,,,1.158600,,
2025-01-01,59,9:50-10:00,7313.175600,,,4624.750500,4871.287500,-246.537000,2688.425100,,,1.246400,,
2025-01-01,60,10:00-10:10,7099.460000,,,4836.637500,4871.287500,-34.650000,2262.822500,,,1.394700,,
2025-01-01,61,10:10-10:20,7125.521400,,,5080.702400,5785.111000,-704.408600,2044.819000,,,1.376100,,
2025-01-01,62,10:20-10:30,7096.310400,,,5338.752800,5785.111000,-446.358200,1757.557600,,,1.329400,,
2025-01-01,63,10:30-10:40,6986.170000,,,5494.725000,5785.111000,-290.386000,1491.445000,,,1.364600,,
2025-01-01,64,10:40-10:50,7098.970200,,,5437.977800,5785.111000,-347.133200,1660.992400,,,1.409900,,
2025-01-01,65,10:50-11:00,7193.993000,,,5396.212600,5785.111000,-388.898400,1797.780400,,,1.177300,,
2025-01-01,66,11:00-11:10,7135.180000,,,5372.100000,5785.111000,-413.011000,1763.080000,,,0.806000,,
2025-01-01,67,11:10-11:20,7042.947000,,,5182.972200,5737.171700,-554.199500,1859.974800,,,0.748300,,
2025-01-01,68,11:20-11:30,7069.167500,,,5131.501100,5737.171700,-605.670600,1937.666400,,,0.798100,,
2025-01-01,69,11:30-11:40,7129.170000,,,5294.775000,5737.171700,-442.396700,1834.395000,,,0.792900,,
2025-01-01,70,11:40-11:50,6971.039300,,,5434.744400,5737.171700,-302.427300,1536.294900,,,0.771300,,
2025-01-01,71,11:50-12:00,6648.493700,,,5455.501100,5737.171700,-281.670600,1192.992600,,,0.726000,,
2025-01-01,72,12:00-12:10,6471.290000,,,5331.712500,5737.171700,-405.459200,1139.577500,,,0.713300,,
2025-01-01,73,12:10-12:20,6681.185500,,,5126.653300,6047.396400,-920.743100,1554.532200,,,0.802600,,
2025-01-01,74,12:20-12:30,6585.271400,,,5118.489500,6047.396400,-928.906900,1466.781900,,,0.818300,,
2025-01-01,75,12:30-12:40,6283.970000,,,5302.575000,6047.396400,-744.821400,981.395000,,,0.730500,,
2025-01-01,76,12:40-12:50,6547.932200,,,5399.799600,6047.396400,-647.596800,1148.132600,,,0.712000,,
2025-01-01,77,12:50-13:00,6747.678900,,,5377.648800,6047.396400,-669.747600,1370.030100,,,0.903000,,
2025-01-01,78,13:00-13:10,6682.360000,,,5261.812500,6047.396400,-785.583900,1420.547500,,,1.152500,,
2025-01-01,79,13:10-13:20,6790.962800,,,5097.616400,4687.116500,410.499900,1693.346400,,,1.160700,,
2025-01-01,80,13:20-13:30,6916.016500,,,5029.453400,4687.116500,342.336900,1886.563100,,,1.143700,,
2025-01-01,81,13:30-13:40,6834.780000,,,5043.862500,4687.116500,356.746000,1790.917500,,,1.153700,,
2025-01-01,82,13:40-13:50,6546.525200,,,4973.584400,4687.116500,286.467900,1572.940800,,,1.057100,,
2025-01-01,83,13:50-14:00,6539.873000,,,4769.752400,4687.116500,82.635900,1770.120600,,,1.142300,,
2025-01-01,84,14:00-14:10,6773.970000,,,4478.625000,4687.116500,-208.491500,2295.345000,,,1.362700,,
2025-01-01,85,14:10-14:20,6736.811700,,,4209.390900,3572.652900,636.738000,2527.420800,,,1.363000,,
2025-01-01,86,14:20-14:30,6623.381300,,,4060.431600,3572.652900,487.778700,2562.949700,,,1.321500,,
2025-01-01,87,14:30-14:40,6548.980000,,,3934.425000,3572.652900,361.772100,2614.555000,,,1.388400,,
2025-01-01,88,14:40-14:50,6398.562700,,,3648.122900,3572.652900,75.470000,2750.439800,,,1.473600,,
2025-01-01,89,14:50-15:00,6196.585400,,,3431.016400,3572.652900,-141.636500,2765.569000,,,1.220300,,
2025-01-01,90,15:00-15:10,6154.690000,,,3327.337500,3572.652900,-245.315400,2827.352500,,,0.829500,,
2025-01-01,91,15:10-15:20,6459.581800,,,3139.117500,1629.996400,1509.121100,3320.464300,,,0.878200,,
2025-01-01,92,15:20-15:30,6622.885700,,,2860.425300,1629.996400,1230.428900,3762.460400,,,0.974000,,
2025-01-01,93,15:30-15:40,6493.610000,,,2505.000000,1629.996400,875.003600,3988.610000,,,0.925700,,
2025-01-01,94,15:40-15:50,6375.051600,,,2089.695000,1629.996400,459.698600,4285.356600,,,0.936800,,
2025-01-01,95,15:50-16:00,6354.113000,,,1762.156200,1629.996400,132.159800,4591.956800,,,0.988500,,
2025-01-01,96,16:00-16:10,6404.250000,,,1525.800000,1629.996400,-104.196400,4878.450000,,,1.023600,,
2025-01-01,97,16:10-16:20,6444.972000,,,1249.202500,3.195600,1246.006900,5195.769500,,,1.025600,,
2025-01-01,98,16:20-16:30,6399.458600,,,968.221900,3.195600,965.026300,5431.236700,,,1.051800,,
2025-01-01,99,16:30-16:40,6292.150000,,,706.612500,3.195600,703.416900,5585.537500,,,1.091800,,
2025-01-01,100,16:40-16:50,6236.915300,,,440.438300,3.195600,437.242700,5796.477000,,,1.086600,,
2025-01-01,101,16:50-17:00,6299.943700,,,180.885000,3.195600,177.689400,6119.058700,,,1.119600,,
2025-01-01,102,17:00-17:10,6389.060000,,,2.962500,3.195600,-0.233100,6386.097500,,,1.182100,,
2025-01-01,103,17:10-17:20,6325.183300,,,0.000000,0.000000,0.000000,6325.183300,,,1.171900,,
2025-01-01,104,17:20-17:30,6169.473400,,,5.957800,0.000000,5.957800,6163.515600,,,1.127100,,
2025-01-01,105,17:30-17:40,6191.990000,,,0.000000,0.000000,0.000000,6191.990000,,,1.100100,,
2025-01-01,106,17:40-17:50,6464.506700,,,0.000000,0.000000,0.000000,6464.506700,,,1.120600,,
2025-01-01,107,17:50-18:00,5764.030900,,,0.427700,0.000000,0.427700,5763.603200,,,1.212500,,
2025-01-01,108,18:00-18:10,4529.450000,,,0.000000,0.000000,0.000000,4529.450000,,,1.324600,,
2025-01-01,109,18:10-18:20,4490.532800,,,0.000000,0.000000,0.000000,4490.532800,,,1.354300,,
2025-01-01,110,18:20-18:30,4644.020600,,,0.030700,0.000000,0.030700,4643.989900,,,1.295100,,
2025-01-01,111,18:30-18:40,4469.210000,,,0.000000,0.000000,0.000000,4469.210000,,,1.221400,,
2025-01-01,112,18:40-18:50,4470.465000,,,0.000000,0.000000,0.000000,4470.465000,,,1.236300,,
2025-01-01,113,18:50-19:00,4510.875600,,,0.002200,0.000000,0.002200,4510.873400,,,1.333900,,
2025-01-01,114,19:00-19:10,4486.170000,,,0.000000,0.000000,0.000000,4486.170000,,,1.461300,,
2025-01-01,115,19:10-19:20,4471.729300,,,0.000000,0.000000,0.000000,4471.729300,,,1.552100,,
2025-01-01,116,19:20-19:30,4439.823500,,,0.000000,0.000000,0.000000,4439.823500,,,1.562200,,
2025-01-01,117,19:30-19:40,4387.190000,,,0.000000,0.000000,0.000000,4387.190000,,,1.521800,,
2025-01-01,118,19:40-19:50,4347.976500,,,0.000000,0.000000,0.000000,4347.976500,,,1.504700,,
2025-01-01,119,19:50-20:00,4300.634500,,,0.000000,0.000000,0.000000,4300.634500,,,1.484300,,
2025-01-01,120,20:00-20:10,4315.990000,,,0.000000,0.000000,0.000000,4315.990000,,,1.469500,,
2025-01-01,121,20:10-20:20,4483.274400,,,0.000000,0.000000,0.000000,4483.274400,,,1.499300,,
2025-01-01,122,20:20-20:30,4551.706000,,,0.000000,0.000000,0.000000,4551.706000,,,1.494600,,
2025-01-01,123,20:30-20:40,4499.800000,,,0.000000,0.000000,0.000000,4499.800000,,,1.502900,,
2025-01-01,124,20:40-20:50,4535.093500,,,0.000000,0.000000,0.000000,4535.093500,,,1.599300,,
2025-01-01,125,20:50-21:00,4528.916000,,,0.000000,0.000000,0.000000,4528.916000,,,1.371600,,
2025-01-01,126,21:00-21:10,4483.510000,,,0.000000,0.000000,0.000000,4483.510000,,,0.960100,,
2025-01-01,127,21:10-21:20,4548.230200,,,0.000000,0.000000,0.000000,4548.230200,,,0.948500,,
2025-01-01,128,21:20-21:30,4595.684100,,,0.000000,0.000000,0.000000,4595.684100,,,1.006400,,
2025-01-01,129,21:30-21:40,4620.900000,,,0.000000,0.000000,0.000000,4620.900000,,,0.962200,,
2025-01-01,130,21:40-21:50,4653.714800,,,0.000000,0.000000,0.000000,4653.714800,,,0.947000,,
2025-01-01,131,21:50-22:00,4131.984500,,,0.000000,0.000000,0.000000,4131.984500,,,0.742800,,
2025-01-01,132,22:00-22:10,3363.000000,,,0.000000,0.000000,0.000000,3363.000000,,,0.448200,,
2025-01-01,133,22:10-22:20,3305.758800,,,0.000000,0.000000,0.000000,3305.758800,,,0.424300,,
2025-01-01,134,22:20-22:30,3470.932000,,,0.000000,0.000000,0.000000,3470.932000,,,0.459500,,
2025-01-01,135,22:30-22:40,3521.370000,,,0.000000,0.000000,0.000000,3521.370000,,,0.438400,,
2025-01-01,136,22:40-22:50,3561.527900,,,0.000000,0.000000,0.000000,3561.527900,,,0.450600,,
2025-01-01,137,22:50-23:00,3386.068000,,,0.000000,0.000000,0.000000,3386.068000,,,0.436200,,
2025-01-01,138,23:00-23:10,3289.990000,,,0.000000,0.000000,0.000000,3289.990000,,,0.411100,,
2025-01-01,139,23:10-23:20,3774.255200,,,0.000000,0.000000,0.000000,3774.255200,,,0.459000,,
2025-01-01,140,23:20-23:30,3883.620000,,,0.000000,0.000000,0.000000,3883.620000,,,0.475900,,
2025-01-01,141,23:30-23:40,3525.140000,,,0.000000,0.000000,0.000000,3525.140000,,,0.431400,,
2025-01-01,142,23:40-23:50,3553.590900,,,0.000000,0.000000,0.000000,3553.590900,,,0.403800,,
2025-01-01,143,23:50-0:00+1,3697.114100,,,0.000000,0.000000,0.000000,3697.114100,,,0.417900,,
2025-01-01,144,0:00-0:10+1,3696.700000,,,0.000000,0.000000,0.000000,3696.700000,,,0.428400,,
2025-01-02,1,0:10-0:20,3622.550900,3529.729600,92.821300,0.000000,0.000000,0.000000,3622.550900,3529.729600,92.821300,0.380900,0.452700,-0.071800
2025-01-02,2,0:20-0:30,3622.761100,3609.528700,13.232400,0.000000,0.000000,0.000000,3622.761100,3609.528700,13.232400,0.396400,0.473300,-0.076900
2025-01-02,3,0:30-0:40,3708.230000,3726.560000,-18.330000,0.000000,0.000000,0.000000,3708.230000,3726.560000,-18.330000,0.465400,0.484300,-0.018900
2025-01-02,4,0:40-0:50,3750.522600,3510.631100,239.891500,0.000000,0.000000,0.000000,3750.522600,3510.631100,239.891500,0.454200,0.454100,0.000100
2025-01-02,5,0:50-1:00,3684.903800,3502.562500,182.341300,0.000000,0.000000,0.000000,3684.903800,3502.562500,182.341300,0.429900,0.426600,0.003300
2025-01-02,6,1:00-1:10,3644.140000,3787.010000,-142.870000,0.000000,0.000000,0.000000,3644.140000,3787.010000,-142.870000,0.447700,0.431100,0.016600
2025-01-02,7,1:10-1:20,3809.298000,3900.320500,-91.022500,0.000000,0.000000,0.000000,3809.298000,3900.320500,-91.022500,0.485900,0.454400,0.031500
2025-01-02,8,1:20-1:30,3855.122600,3916.837600,-61.715000,0.000000,0.000000,0.000000,3855.122600,3916.837600,-61.715000,0.475200,0.448300,0.026900
2025-01-02,9,1:30-1:40,3783.780000,3817.280000,-33.500000,0.000000,0.000000,0.000000,3783.780000,3817.280000,-33.500000,0.434800,0.425100,0.009700
2025-01-02,10,1:40-1:50,3907.384900,3533.013600,374.371300,0.000000,0.000000,0.000000,3907.384900,3533.013600,374.371300,0.451300,0.444000,0.007300
2025-01-02,11,1:50-2:00,3968.239800,3694.661300,273.578500,0.000000,0.000000,0.000000,3968.239800,3694.661300,273.578500,0.485300,0.478000,0.007300
2025-01-02,12,2:00-2:10,3886.770000,4064.730000,-177.960000,0.000000,0.000000,0.000000,3886.770000,4064.730000,-177.960000,0.486400,0.494100,-0.007700
2025-01-02,13,2:10-2:20,3865.390100,3810.671000,54.719100,0.000000,0.000000,0.000000,3865.390100,3810.671000,54.719100,0.444400,0.484000,-0.039600
2025-01-02,14,2:20-2:30,3931.686100,3844.949500,86.736600,0.000000,0.000000,0.000000,3931.686100,3844.949500,86.736600,0.421700,0.475100,-0.053400
2025-01-02,15,2:30-2:40,4055.980000,4234.620000,-178.640000,0.000000,0.000000,0.000000,4055.980000,4234.620000,-178.640000,0.444300,0.488000,-0.043700
2025-01-02,16,2:40-2:50,4164.982000,4109.975500,55.006500,0.000000,0.000000,0.000000,4164.982000,4109.975500,55.006500,0.475700,0.521500,-0.045800
2025-01-02,17,2:50-3:00,4067.432600,3996.894500,70.538100,0.000000,0.000000,0.000000,4067.432600,3996.894500,70.538100,0.451700,0.549800,-0.098100
2025-01-02,18,3:00-3:10,3919.440000,4102.190000,-182.750000,0.000000,0.000000,0.000000,3919.440000,4102.190000,-182.750000,0.424900,0.547100,-0.122200
2025-01-02,19,3:10-3:20,4068.323000,4086.057700,-17.734700,0.000000,0.000000,0.000000,4068.323000,4086.057700,-17.734700,0.505300,0.506700,-0.001400
2025-01-02,20,3:20-3:30,4140.479200,4133.762600,6.716600,0.000000,0.000000,0.000000,4140.479200,4133.762600,6.716600,0.547100,0.476900,0.070200
2025-01-02,21,3:30-3:40,4061.120000,4179.180000,-118.060000,0.000000,0.000000,0.000000,4061.120000,4179.180000,-118.060000,0.510300,0.466900,0.043400
2025-01-02,22,3:40-3:50,4138.704100,3953.371100,185.333000,0.000000,0.000000,0.000000,4138.704100,3953.371100,185.333000,0.500900,0.450100,0.050800
2025-01-02,23,3:50-4:00,4283.301100,3910.749600,372.551500,0.000000,0.000000,0.000000,4283.301100,3910.749600,372.551500,0.524400,0.460800,0.063600
2025-01-02,24,4:00-4:10,4330.980000,4099.310000,231.670000,0.000000,0.000000,0.000000,4330.980000,4099.310000,231.670000,0.548000,0.492700,0.055300
2025-01-02,25,4:10-4:20,4225.158500,4123.862300,101.296200,0.000000,0.000000,0.000000,4225.158500,4123.862300,101.296200,0.537400,0.497600,0.039800
2025-01-02,26,4:20-4:30,4201.989000,4169.006800,32.982200,0.000000,0.000000,0.000000,4201.989000,4169.006800,32.982200,0.498300,0.488900,0.009400
2025-01-02,27,4:30-4:40,4273.900000,4260.240000,13.660000,0.000000,0.000000,0.000000,4273.900000,4260.240000,13.660000,0.483500,0.488500,-0.005000
2025-01-02,28,4:40-4:50,4219.035200,4217.222200,1.813000,0.000000,0.000000,0.000000,4219.035200,4217.222200,1.813000,0.539000,0.504200,0.034800
2025-01-02,29,4:50-5:00,4069.388500,4261.857000,-192.468500,0.000000,0.000000,0.000000,4069.388500,4261.857000,-192.468500,0.540400,0.517800,0.022600
2025-01-02,30,5:00-5:10,4030.950000,4341.900000,-310.950000,0.000000,0.000000,0.000000,4030.950000,4341.900000,-310.950000,0.488300,0.504200,-0.015900
2025-01-02,31,5:10-5:20,4262.955300,4208.220800,54.734500,0.002200,0.000000,0.002200,4262.953100,4208.220800,54.732300,0.507700,0.463900,0.043800
2025-01-02,32,5:20-5:30,4330.508600,4302.123300,28.385300,0.000000,0.000000,0.000000,4330.508600,4302.123300,28.385300,0.551300,0.489900,0.061400
2025-01-02,33,5:30-5:40,4149.130000,4456.590000,-307.460000,0.000000,0.000000,0.000000,4149.130000,4456.590000,-307.460000,0.528000,0.519400,0.008600
2025-01-02,34,5:40-5:50,4130.334600,4148.637000,-18.302400,0.030700,0.000000,0.030700,4130.303900,4148.637000,-18.333100,0.440900,0.445900,-0.005000
2025-01-02,35,5:50-6:00,4641.728600,4498.133300,143.595300,0.000000,0.000000,0.000000,4641.728600,4498.133300,143.595300,0.641700,0.672600,-0.030900
2025-01-02,36,6:00-6:10,5411.590000,5369.380000,42.210000,0.000000,0.000000,0.000000,5411.590000,5369.380000,42.210000,1.016800,1.069300,-0.052500
2025-01-02,37,6:10-6:20,5738.801100,5440.899100,297.902000,0.427900,6.360400,-5.932500,5738.373200,5434.538700,303.834500,1.077300,1.069600,0.007700
2025-01-02,38,6:20-6:30,5695.389100,5316.893000,378.496100,0.000000,6.360400,-6.360400,5695.389100,5310.532600,384.856500,1.035300,0.997400,0.037900
2025-01-02,39,6:30-6:40,5537.660000,5399.820000,137.840000,0.000000,6.360400,-6.360400,5537.660000,5393.459600,144.200400,1.055200,1.045100,0.010100
2025-01-02,40,6:40-6:50,5461.574600,5447.400700,14.173900,5.959600,6.360400,-0.400800,5455.615000,5441.040300,14.574700,1.076500,1.068400,0.008100
2025-01-02,41,6:50-7:00,5483.600500,5444.401000,39.199500,0.000000,6.360400,-6.360400,5483.600500,5438.040600,45.559900,1.061100,1.026700,0.034400
2025-01-02,42,7:0-7:10,5540.880000,5433.630000,107.250000,6.637500,6.360400,0.277100,5534.242500,5427.269600,106.972900,1.028400,0.981400,0.047000
2025-01-02,43,7:10-7:20,5575.336700,5449.281800,126.054900,192.558300,1424.732800,-1232.174500,5382.778400,4024.549000,1358.229400,1.030300,1.018700,0.011600
2025-01-02,44,7:20-7:30,5669.963300,5510.004200,159.959100,445.622200,1424.732800,-979.110600,5224.341100,4085.271400,1139.069700,1.045100,1.036200,0.008900
2025-01-02,45,7:30-7:40,5566.660000,5476.000000,90.660000,701.362500,1424.732800,-723.370300,4865.297500,4051.267200,814.030300,0.995400,0.967000,0.028400
2025-01-02,46,7:40-7:50,5081.945400,5329.421500,-247.476100,976.569500,1424.732800,-448.163300,4105.375900,3904.688700,200.687200,0.869900,0.893000,-0.023100
2025-01-02,47,7:50-8:00,5737.554700,6084.116300,-346.561600,1257.849900,1424.732800,-166.882900,4479.704800,4659.383500,-179.678700,1.047400,1.136000,-0.088600
2025-01-02,48,8:00-8:10,7205.750000,7316.000000,-110.250000,1536.337500,1424.732800,111.604700,5669.412500,5891.267200,-221.854700,1.414200,1.520900,-0.106700
2025-01-02,49,8:10-8:20,7519.619900,7469.494700,50.125200,1820.292400,2844.205200,-1023.912800,5699.327500,4625.289500,1074.038000,1.453800,1.520600,-0.066800
2025-01-02,50,8:20-8:30,7253.826500,7225.691000,28.135500,2132.978800,2844.205200,-711.226400,5120.847700,4381.485800,739.361900,1.391700,1.413200,-0.021500
2025-01-02,51,8:30-8:40,7156.620000,7216.130000,-59.510000,2471.737500,2844.205200,-372.467700,4684.882500,4371.924800,312.957700,1.385100,1.389500,-0.004400
2025-01-02,52,8:40-8:50,7351.569400,7361.700400,-10.131000,2797.393200,2844.205200,-46.812000,4554.176200,4517.495200,36.681000,1.356900,1.361000,-0.004100
2025-01-02,53,8:50-9:00,7430.239900,7275.513000,154.726900,3047.755600,2844.205200,203.550400,4382.484300,4431.307800,-48.823500,1.327600,1.302800,0.024800
2025-01-02,54,9:00-9:10,7295.250000,7077.290000,217.960000,3267.262500,2844.205200,423.057300,4027.987500,4233.084800,-205.097300,1.312300,1.256200,0.056100
2025-01-02,55,9:10-9:20,7207.656900,7221.876200,-14.219300,3546.848500,3600.210600,-53.362100,3660.808400,3621.665600,39.142800,1.295000,1.274900,0.020100
2025-01-02,56,9:20-9:30,7113.882500,7229.551300,-115.668800,3726.689000,3600.210600,126.478400,3387.193500,3629.340700,-242.147200,1.268500,1.273500,-0.005000
2025-01-02,57,9:30-9:40,7023.120000,7099.330000,-76.210000,3844.237500,3600.210600,244.026900,3178.882500,3499.119400,-320.236900,1.231800,1.213500,0.018300
2025-01-02,58,9:40-9:50,7047.951700,7297.152100,-249.200400,4096.340800,3600.210600,496.130200,2951.610900,3696.941500,-745.330600,1.211900,1.158600,0.053300
2025-01-02,59,9:50-10:00,7129.019100,7313.175600,-184.156500,4283.662300,3600.210600,683.451700,2845.356800,3712.965000,-867.608200,1.322700,1.246400,0.076300
2025-01-02,60,10:00-10:10,7151.100000,7099.460000,51.640000,4356.112500,3600.210600,755.901900,2794.987500,3499.249400,-704.261900,1.469400,1.394700,0.074700
2025-01-02,61,10:10-10:20,7053.455100,7125.521400,-72.066300,4491.628100,4746.278600,-254.650500,2561.827000,2379.242800,182.584200,1.425000,1.376100,0.048900
2025-01-02,62,10:20-10:30,7028.790600,7096.310400,-67.519800,4766.409000,4746.278600,20.130400,2262.381600,2350.031800,-87.650200,1.350500,1.329400,0.021100
2025-01-02,63,10:30-10:40,7115.540000,6986.170000,129.370000,5019.450000,4746.278600,273.171400,2096.090000,2239.891400,-143.801400,1.382000,1.364600,0.017400
2025-01-02,64,10:40-10:50,7158.801600,7098.970200,59.831400,5019.862500,4746.278600,273.583900,2138.939100,2352.691600,-213.752500,1.448600,1.409900,0.038700
2025-01-02,65,10:50-11:00,7104.164800,7193.993000,-89.828200,5077.371500,4746.278600,331.092900,2026.793300,2447.714400,-420.921100,1.176200,1.177300,-0.001100
2025-01-02,66,11:00-11:10,6988.450000,7135.180000,-146.730000,5277.562500,4746.278600,531.283900,1710.887500,2388.901400,-678.013900,0.728500,0.806000,-0.077500
2025-01-02,67,11:10-11:20,6905.235600,7042.947000,-137.711400,5389.699000,4915.505000,474.194000,1515.536600,2127.442000,-611.905400,0.674800,0.748300,-0.073500
2025-01-02,68,11:20-11:30,6918.852600,7069.167500,-150.314900,5368.919000,4915.505000,453.414000,1549.933600,2153.662500,-603.728900,0.769800,0.798100,-0.028300
