target_date,scenario_id,source_date,interval_index,load_residual_kw,pv_residual_kw,net_load_residual_kw,price_residual
2025-02-01,1,2025-01-11,114,112.76,0.0,112.76,-0.0033
2025-02-01,1,2025-01-11,115,-47.2744,0.0,-47.2744,0.0115
2025-02-01,1,2025-01-11,116,-188.0714,0.0,-188.0714,0.002
2025-02-01,1,2025-01-11,117,-148.8,0.0,-148.8,0.0093
2025-02-01,1,2025-01-11,118,251.0967,0.0,251.0967,0.067
2025-02-01,1,2025-01-11,119,264.4743,0.0,264.4743,0.1052
2025-02-01,1,2025-01-11,120,-142.51,0.0,-142.51,0.0739
2025-02-01,1,2025-01-11,121,-249.3579,0.0,-249.3579,-0.0056
2025-02-01,1,2025-01-11,122,-107.7099,0.0,-107.7099,-0.0185
2025-02-01,1,2025-01-11,123,93.82,0.0,93.82,0.0319
2025-02-01,1,2025-01-11,124,211.4861,0.0,211.4861,0.0368
2025-02-01,1,2025-01-11,125,34.6532,0.0,34.6532,0.0241
2025-02-01,1,2025-01-11,126,-219.73,0.0,-219.73,0.0266
2025-02-01,1,2025-01-11,127,-109.5262,0.0,-109.5262,0.0355
2025-02-01,1,2025-01-11,128,-48.3424,0.0,-48.3424,0.0066
2025-02-01,1,2025-01-11,129,-130.63,0.0,-130.63,-0.0279
2025-02-01,1,2025-01-11,130,-38.4291,0.0,-38.4291,-0.0005
2025-02-01,1,2025-01-11,131,49.0913,0.0,49.0913,-0.0276
2025-02-01,1,2025-01-11,132,-60.08,0.0,-60.08,-0.0848
2025-02-01,1,2025-01-11,133,-302.9043,0.0,-302.9043,-0.0333
2025-02-01,1,2025-01-11,134,-108.1437,0.0,-108.1437,-0.0208
2025-02-01,1,2025-01-11,135,252.23,0.0,252.23,-0.0576
2025-02-01,1,2025-01-11,136,-21.2015,0.0,-21.2015,-0.0075
2025-02-01,1,2025-01-11,137,-21.6587,0.0,-21.6587,0.0144
2025-02-01,1,2025-01-11,138,232.29,0.0,232.29,-0.0252
2025-02-01,1,2025-01-11,139,-189.4269,0.0,-189.4269,-0.0416
2025-02-01,1,2025-01-11,140,-452.8483,0.0,-452.8483,-0.0644
2025-02-01,1,2025-01-11,141,-181.17,0.0,-181.17,-0.0595
2025-02-01,1,2025-01-11,142,130.6719,0.0,130.6719,0.0514
2025-02-01,1,2025-01-11,143,170.8313,0.0,170.8313,0.1546
2025-02-01,1,2025-01-11,144,81.32,0.0,81.32,0.1762
2025-02-01,2,2025-01-04,1,-672.082833,0.0,-672.082833,-0.0783
2025-02-01,2,2025-01-04,2,-639.445633,0.0,-639.445633,-0.0933
2025-02-01,2,2025-01-04,3,-550.3,0.0,-550.3,-0.0506
2025-02-01,2,2025-01-04,4,-665.8995,0.0,-665.8995,-0.0533
2025-02-01,2,2025-01-04,5,-715.505967,0.0,-715.505967,-0.033
2025-02-01,2,2025-01-04,6,-600.593333,0.0,-600.593333,0.0142
2025-02-01,2,2025-01-04,7,-526.7314,0.0,-526.7314,0.0157
2025-02-01,2,2025-01-04,8,-656.618867,0.0,-656.618867,0.0258
2025-02-01,2,2025-01-04,9,-775.416667,0.0,-775.416667,0.026
2025-02-01,2,2025-01-04,10,-550.384467,0.0,-550.384467,-0.058
2025-02-01,2,2025-01-04,11,-590.4782,0.0,-590.4782,-0.1034
2025-02-01,2,2025-01-04,12,-826.836667,0.0,-826.836667,-0.0581
2025-02-01,2,2025-01-04,13,-597.326633,0.0,-597.326633,0.0152
2025-02-01,2,2025-01-04,14,-501.212433,0.0,-501.212433,0.0815
2025-02-01,2,2025-01-04,15,-679.38,0.0,-679.38,0.0918
2025-02-01,2,2025-01-04,16,-654.332833,0.0,-654.332833,0.0153
2025-02-01,2,2025-01-04,17,-600.880933,0.0,-600.880933,-0.0211
2025-02-01,2,2025-01-04,18,-651.816667,0.0,-651.816667,0.0286
2025-02-01,2,2025-01-04,19,-721.803433,0.0,-721.803433,0.0858
2025-02-01,2,2025-01-04,20,-713.797467,0.0,-713.797467,0.0604
2025-02-01,2,2025-01-04,21,-666.143333,0.0,-666.143333,-0.0229
2025-02-01,2,2025-01-04,22,-681.9007,0.0,-681.9007,-0.0501
2025-02-01,2,2025-01-04,23,-595.9025,0.0,-595.9025,-0.0177
2025-02-01,2,2025-01-04,24,-556.19,0.0,-556.19,0.0059
2025-02-01,2,2025-01-04,25,-856.817267,0.0,-856.817267,-0.0421
2025-02-01,2,2025-01-04,26,-884.5225,0.0,-884.5225,-0.0413
2025-02-01,2,2025-01-04,27,-606.523333,0.0,-606.523333,0.0148
2025-02-01,2,2025-01-04,28,-596.869833,0.0,-596.869833,0.0112
2025-02-01,2,2025-01-04,29,-622.8489,0.0,-622.8489,-0.0152
2025-02-01,2,2025-01-04,30,-512.38,0.0,-512.38,-0.0126
2025-02-01,2,2025-01-04,31,-402.261967,0.0003,-402.262267,0.0248
2025-02-01,2,2025-01-04,32,-558.548333,0.0,-558.548333,0.0251
2025-02-01,2,2025-01-04,33,-792.03,0.0,-792.03,-0.0224
2025-02-01,2,2025-01-04,34,-691.134567,0.0041,-691.138667,-0.0538
2025-02-01,2,2025-01-04,35,-858.186333,0.0,-858.186333,-0.0311
2025-02-01,2,2025-01-04,36,-1357.35,0.0,-1357.35,-0.0083
2025-02-01,2,2025-01-04,37,-1585.3904,0.058,-1585.4484,-0.0648
2025-02-01,2,2025-01-04,38,-1467.7224,0.0,-1467.7224,-0.0556
2025-02-01,2,2025-01-04,39,-1307.523333,0.0,-1307.523333,0.0176
2025-02-01,2,2025-01-04,40,-1435.9736,0.8087,-1436.7823,0.0078
2025-02-01,2,2025-01-04,41,-1376.8139,0.0,-1376.8139,-0.0071
2025-02-01,2,2025-01-04,42,-1084.353333,5.475,-1089.828333,0.0222
2025-02-01,2,2025-01-04,43,-1022.0552,39.7663,-1061.8215,0.049
2025-02-01,2,2025-01-04,44,-1147.496267,60.0811,-1207.577367,-0.0023
2025-02-01,2,2025-01-04,45,-1230.68,64.3125,-1294.9925,-0.0844
2025-02-01,2,2025-01-04,46,-1174.431767,90.1455,-1264.577267,-0.0726
2025-02-01,2,2025-01-04,47,-1588.902633,119.1151,-1708.017733,-0.0452
2025-02-01,2,2025-01-04,48,-2341.353333,91.8,-2433.153333,-0.0425
2025-02-01,2,2025-01-04,49,-2596.7814,-12.5905,-2584.1909,-0.0274
2025-02-01,2,2025-01-04,50,-2400.683333,29.3307,-2430.014033,-0.0139
2025-02-01,2,2025-01-04,51,-2217.286667,145.8375,-2363.124167,-0.0073
2025-02-01,2,2025-01-04,52,-2416.234667,48.1096,-2464.344267,0.0013
2025-02-01,2,2025-01-04,53,-2279.2549,-9.0651,-2270.1898,-0.0109
2025-02-01,2,2025-01-04,54,-1823.97,54.9375,-1878.9075,-0.036
2025-02-01,2,2025-01-04,55,-1792.315833,60.8631,-1853.178933,-0.036
2025-02-01,2,2025-01-04,56,-1809.4818,43.0661,-1852.5479,-0.0117
2025-02-01,2,2025-01-04,57,-1796.97,28.9125,-1825.8825,0.0005
2025-02-01,2,2025-01-04,58,-2043.116933,-23.8636,-2019.253333,-0.0321
2025-02-01,2,2025-01-04,59,-1990.719533,-173.0732,-1817.646333,-0.0253
2025-02-01,2,2025-01-04,60,-1627.166667,-306.4875,-1320.679167,0.0383
2025-02-01,2,2025-01-04,61,-1551.9251,-193.3733,-1358.5518,0.0763
2025-02-01,2,2025-01-04,62,-1755.342567,166.9766,-1922.319167,0.0009
2025-02-01,2,2025-01-04,63,-1891.05,462.3,-2353.35,-0.0849
2025-02-01,2,2025-01-04,64,-1664.866567,345.5009,-2010.367467,0.0074
2025-02-01,2,2025-01-04,65,-1662.613067,318.6103,-1981.223367,0.0546
2025-02-01,2,2025-01-04,66,-1941.603333,512.3625,-2453.965833,-0.0197
2025-02-01,2,2025-01-04,67,-1960.7919,582.9373,-2543.7292,-0.0731
2025-02-01,2,2025-01-04,68,-1789.068333,623.0479,-2412.116233,-0.0888
2025-02-01,2,2025-01-04,69,-1692.55,597.3,-2289.85,-0.0919
2025-02-01,2,2025-01-04,70,-1818.148733,332.858,-2151.006733,-0.0911
2025-02-01,2,2025-01-04,71,-1719.771667,78.2184,-1797.990067,-0.0096
2025-02-01,2,2025-01-04,72,-1480.766667,107.025,-1587.791667,0.0672
2025-02-01,2,2025-01-04,73,-1606.214567,442.1813,-2048.395867,-0.0308
2025-02-01,2,2025-01-04,74,-1606.868467,471.2251,-2078.093567,-0.089
2025-02-01,2,2025-01-04,75,-1445.326667,245.9625,-1691.289167,-0.0482
2025-02-01,2,2025-01-04,76,-1597.993233,371.3109,-1969.304133,-0.0598
2025-02-01,2,2025-01-04,77,-1779.5655,401.0509,-2180.6164,-0.1032
2025-02-01,2,2025-01-04,78,-1838.256667,190.6875,-2028.944167,-0.1088
2025-02-01,2,2025-01-04,79,-1863.305633,68.3628,-1931.668433,-0.0324
2025-02-01,2,2025-01-04,80,-1608.0293,-37.4171,-1570.6122,0.0596
2025-02-01,2,2025-01-04,81,-1349.313333,-213.45,-1135.863333,0.0955
2025-02-01,2,2025-01-04,82,-1674.862667,-392.5975,-1282.265167,0.0479
2025-02-01,2,2025-01-04,83,-1994.562933,-278.3242,-1716.238733,-0.0244
2025-02-01,2,2025-01-04,84,-1955.796667,-34.5375,-1921.259167,-0.0411
2025-02-01,2,2025-01-04,85,-1773.746933,-137.551,-1636.195933,0.0335
2025-02-01,2,2025-01-04,86,-1762.284867,-261.5811,-1500.703767,0.0635
2025-02-01,2,2025-01-04,87,-1848.153333,-226.2375,-1621.915833,0.0359
2025-02-01,2,2025-01-04,88,-1713.587933,-163.9145,-1549.673433,0.0525
2025-02-01,2,2025-01-04,89,-1669.3891,-57.3467,-1612.0424,0.0194
2025-02-01,2,2025-01-04,90,-1802.823333,24.975,-1827.798333,-0.0519
2025-02-01,2,2025-01-04,91,-1873.366667,-33.0707,-1840.295967,-0.0492
2025-02-01,2,2025-01-04,92,-1869.6437,-41.4308,-1828.2129,-0.074
2025-02-01,2,2025-01-04,93,-1836.52,7.4625,-1843.9825,-0.0918
2025-02-01,2,2025-01-04,94,-1786.427733,-53.2215,-1733.206233,0.0272
2025-02-01,2,2025-01-04,95,-1635.3855,-56.5547,-1578.8308,0.0427
2025-02-01,2,2025-01-04,96,-1553.056667,15.3375,-1568.394167,-0.0683
2025-02-01,2,2025-01-04,97,-1784.643067,2.9271,-1787.570167,-0.0736
2025-02-01,2,2025-01-04,98,-1798.641033,-25.0682,-1773.572833,0.0296
2025-02-01,2,2025-01-04,99,-1591.993333,-21.3375,-1570.655833,0.1144
2025-02-01,2,2025-01-04,100,-1726.111533,-13.3431,-1712.768433,0.0504
2025-02-01,2,2025-01-04,101,-2113.483,-3.7713,-2109.7117,-0.0335
2025-02-01,2,2025-01-04,102,-2403.0,3.7875,-2406.7875,-0.0559
2025-02-01,2,2025-01-04,103,-2303.2767,0.0,-2303.2767,-0.0456
2025-02-01,2,2025-01-04,104,-2128.123667,-0.6952,-2127.428467,-0.02
2025-02-01,2,2025-01-04,105,-2178.823333,0.0,-2178.823333,-0.0107
2025-02-01,2,2025-01-04,106,-2397.595033,0.0,-2397.595033,-0.0372
2025-02-01,2,2025-01-04,107,-2001.949067,-0.0499,-2001.899167,-0.0034
2025-02-01,2,2025-01-04,108,-1216.046667,0.0,-1216.046667,0.0602
2025-02-01,2,2025-01-04,109,-1052.274767,0.0,-1052.274767,0.0298
2025-02-01,2,2025-01-04,110,-966.774633,-0.0036,-966.771033,0.0209
2025-02-01,2,2025-01-04,111,-807.963333,0.0,-807.963333,0.0561
2025-02-01,2,2025-01-04,112,-1019.3787,0.0,-1019.3787,0.0346
2025-02-01,2,2025-01-04,113,-1259.839733,-0.0002,-1259.839533,-0.0212
2025-02-01,2,2025-01-04,114,-1262.633333,0.0,-1262.633333,-0.0591
2025-02-01,2,2025-01-04,115,-1070.797267,0.0,-1070.797267,-0.0453
2025-02-01,2,2025-01-04,116,-851.038633,0.0,-851.038633,-0.0115
2025-02-01,2,2025-01-04,117,-847.356667,0.0,-847.356667,-0.0055
2025-02-01,2,2025-01-04,118,-1169.5379,0.0,-1169.5379,-0.0454
2025-02-01,2,2025-01-04,119,-1225.813567,0.0,-1225.813567,-0.0381
2025-02-01,2,2025-01-04,120,-1000.896667,0.0,-1000.896667,0.0037
2025-02-01,2,2025-01-04,121,-1033.479367,0.0,-1033.479367,-0.0234
2025-02-01,2,2025-01-04,122,-1083.855233,0.0,-1083.855233,-0.051
2025-02-01,2,2025-01-04,123,-1058.433333,0.0,-1058.433333,-0.0272
2025-02-01,2,2025-01-04,124,-1109.234433,0.0,-1109.234433,0.0195
2025-02-01,2,2025-01-04,125,-994.857933,0.0,-994.857933,-0.0101
2025-02-01,2,2025-01-04,126,-828.266667,0.0,-828.266667,-0.0654
2025-02-01,2,2025-01-04,127,-975.853533,0.0,-975.853533,-0.0002
2025-02-01,2,2025-01-04,128,-1016.796367,0.0,-1016.796367,0.0525
2025-02-01,2,2025-01-04,129,-903.496667,0.0,-903.496667,0.0327
2025-02-01,2,2025-01-04,130,-997.598667,0.0,-997.598667,0.0099
2025-02-01,2,2025-01-04,131,-1011.579267,0.0,-1011.579267,-0.0101
2025-02-01,2,2025-01-04,132,-808.8,0.0,-808.8,-0.0046
2025-02-01,2,2025-01-04,133,-583.9217,0.0,-583.9217,0.0514
2025-02-01,2,2025-01-04,134,-564.837733,0.0,-564.837733,0.0619
2025-02-01,2,2025-01-04,135,-666.14,0.0,-666.14,0.0185
2025-02-01,2,2025-01-04,136,-610.063133,0.0,-610.063133,0.0105
2025-02-01,2,2025-01-04,137,-608.156967,0.0,-608.156967,0.0463
2025-02-01,2,2025-01-04,138,-687.396667,0.0,-687.396667,0.0663
2025-02-01,2,2025-01-04,139,-634.082,0.0,-634.082,0.008
2025-02-01,2,2025-01-04,140,-517.2773,0.0,-517.2773,-0.0198
2025-02-01,2,2025-01-04,141,-568.123333,0.0,-568.123333,0.0087
2025-02-01,2,2025-01-04,142,-845.285333,0.0,-845.285333,0.0184
2025-02-01,2,2025-01-04,143,-426.603433,0.0,-426.603433,0.0373
2025-02-01,2,2025-01-04,144,469.046667,0.0,469.046667,0.0908
2025-02-01,3,2025-01-19,1,-126.5003,0.0,-126.5003,0.1091
2025-02-01,3,2025-01-19,2,-231.4767,0.0,-231.4767,0.0532
2025-02-01,3,2025-01-19,3,-57.56,0.0,-57.56,0.0899
2025-02-01,3,2025-01-19,4,-38.5161,0.0,-38.5161,0.0746
2025-02-01,3,2025-01-19,5,16.896,0.0,16.896,0.0209
2025-02-01,3,2025-01-19,6,165.22,0.0,165.22,0.0145
2025-02-01,3,2025-01-19,7,193.7836,0.0,193.7836,0.114
2025-02-01,3,2025-01-19,8,17.1179,0.0,17.1179,0.1589
2025-02-01,3,2025-01-19,9,-202.62,0.0,-202.62,0.1245
2025-02-01,3,2025-01-19,10,-169.0218,0.0,-169.0218,0.1358
2025-02-01,3,2025-01-19,11,93.6509,0.0,93.6509,0.1563
2025-02-01,3,2025-01-19,12,307.98,0.0,307.98,0.1405
2025-02-01,3,2025-01-19,13,204.1619,0.0,204.1619,0.0968
2025-02-01,3,2025-01-19,14,195.1116,0.0,195.1116,0.1112
2025-02-01,3,2025-01-19,15,175.76,0.0,175.76,0.1477
2025-02-01,3,2025-01-19,16,-328.0818,0.0,-328.0818,0.0907
2025-02-01,3,2025-01-19,17,-540.6544,0.0,-540.6544,0.06
2025-02-01,3,2025-01-19,18,-178.91,0.0,-178.91,0.0998
2025-02-01,3,2025-01-19,19,223.081,0.0,223.081,0.1266
2025-02-01,3,2025-01-19,20,144.5713,0.0,144.5713,0.0982
2025-02-01,3,2025-01-19,21,-225.65,0.0,-225.65,0.0559
2025-02-01,3,2025-01-19,22,-213.8996,0.0,-213.8996,0.0773
2025-02-01,3,2025-01-19,23,5.4332,0.0,5.4332,0.1031
2025-02-01,3,2025-01-19,24,71.11,0.0,71.11,0.0957
2025-02-01,3,2025-01-19,25,-178.1952,0.0,-178.1952,0.0755
2025-02-01,3,2025-01-19,26,-259.4026,0.0,-259.4026,0.0605
2025-02-01,3,2025-01-19,27,-72.77,0.0,-72.77,0.066
2025-02-01,3,2025-01-19,28,10.1487,0.0,10.1487,0.0927
2025-02-01,3,2025-01-19,29,-82.8914,0.0,-82.8914,0.0927
2025-02-01,3,2025-01-19,30,-157.24,0.0,-157.24,0.0664
2025-02-01,3,2025-01-19,31,11.5847,-0.000733,11.585433,0.0618
2025-02-01,3,2025-01-19,32,43.9335,0.0058,43.9277,0.0796
2025-02-01,3,2025-01-19,33,-117.5,0.0,-117.5,0.0895
2025-02-01,3,2025-01-19,34,-145.4699,-0.012917,-145.456983,0.0698
2025-02-01,3,2025-01-19,35,-77.0232,0.081078,-77.104278,0.0995
2025-02-01,3,2025-01-19,36,-64.25,0.0,-64.25,0.1932
2025-02-01,3,2025-01-19,37,-178.2072,-0.181128,-178.026072,0.2762
2025-02-01,3,2025-01-19,38,-111.5315,1.128961,-112.660461,0.2823
2025-02-01,3,2025-01-19,39,67.1,0.0,67.1,0.2429
2025-02-01,3,2025-01-19,40,-0.6063,-2.5227,1.9164,0.2467
2025-02-01,3,2025-01-19,41,30.3589,19.715633,10.643267,0.2398
2025-02-01,3,2025-01-19,42,193.79,90.454167,103.335833,0.1828
2025-02-01,3,2025-01-19,43,123.5695,118.76865,4.80085,0.1078
2025-02-01,3,2025-01-19,44,-171.2233,124.016306,-295.239606,0.1135
2025-02-01,3,2025-01-19,45,-446.15,135.083333,-581.233333,0.1523
2025-02-01,3,2025-01-19,46,-396.7494,156.586839,-553.336239,0.1002
2025-02-01,3,2025-01-19,47,-36.4688,123.519467,-159.988267,0.1642
2025-02-01,3,2025-01-19,48,235.45,45.845833,189.604167,0.334
2025-02-01,3,2025-01-19,49,-6.1172,14.939394,-21.056594,0.3767
2025-02-01,3,2025-01-19,50,-108.286,75.406206,-183.692206,0.3732
2025-02-01,3,2025-01-19,51,-3.97,187.55625,-191.52625,0.3679
2025-02-01,3,2025-01-19,52,-232.9066,261.465122,-494.371722,0.3097
2025-02-01,3,2025-01-19,53,-347.8061,292.133311,-639.939411,0.2369
2025-02-01,3,2025-01-19,54,-106.4,285.322917,-391.722917,0.23
2025-02-01,3,2025-01-19,55,231.4085,241.313483,-9.904983,0.3336
2025-02-01,3,2025-01-19,56,263.8303,183.480556,80.349744,0.3758
2025-02-01,3,2025-01-19,57,57.91,141.060417,-83.150417,0.3063
2025-02-01,3,2025-01-19,58,49.8278,133.310428,-83.482628,0.2383
2025-02-01,3,2025-01-19,59,156.6516,139.556383,17.095217,0.2314
2025-02-01,3,2025-01-19,60,189.59,125.466667,64.123333,0.2559
2025-02-01,3,2025-01-19,61,63.5427,67.622972,-4.080272,0.2449
2025-02-01,3,2025-01-19,62,-16.9166,3.364039,-20.280639,0.2719
2025-02-01,3,2025-01-19,63,54.97,39.975,14.995,0.3203
2025-02-01,3,2025-01-19,64,200.1515,254.4981,-54.3466,0.2898
