date,interval_index,source_time_label,output_interval_label,load_actual_kw,pv_actual_kw,load_pred_prev_day_kw,load_pred_prev_week_kw,load_pred_expanding_mean_kw,load_pred_daytype_mean_kw,load_pred_ridge_kw,pv_pred_prev_day_kw,pv_pred_prev_week_kw,pv_pred_expanding_mean_kw,pv_pred_daytype_mean_kw,pv_pred_ridge_kw,pv_pred_official_kw,pv_pred_official_bias_corrected_kw,load_pred_selected_kw,load_selected_model,pv_pred_selected_kw,pv_selected_model,load_residual_kw,pv_residual_kw,net_load_actual_kw,net_load_pred_kw,net_load_residual_kw,forecast_available_at
2025-01-01,22,03:40:00,3:40-3:50,3953.371100,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,3953.371100,,,2025-01-01 00:00:00
2025-01-01,23,03:50:00,3:50-4:00,3910.749600,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,3910.749600,,,2025-01-01 00:00:00
2025-01-01,24,04:00:00,4:00-4:10,4099.310000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4099.310000,,,2025-01-01 00:00:00
2025-01-01,25,04:10:00,4:10-4:20,4123.862300,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4123.862300,,,2025-01-01 00:00:00
2025-01-01,26,04:20:00,4:20-4:30,4169.006800,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4169.006800,,,2025-01-01 00:00:00
2025-01-01,27,04:30:00,4:30-4:40,4260.240000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4260.240000,,,2025-01-01 00:00:00
2025-01-01,28,04:40:00,4:40-4:50,4217.222200,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4217.222200,,,2025-01-01 00:00:00
2025-01-01,29,04:50:00,4:50-5:00,4261.857000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4261.857000,,,2025-01-01 00:00:00
2025-01-01,30,05:00:00,5:00-5:10,4341.900000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4341.900000,,,2025-01-01 00:00:00
2025-01-01,31,05:10:00,5:10-5:20,4208.220800,0.002100,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.002100,4208.218700,,,2025-01-01 00:00:00
2025-01-01,32,05:20:00,5:20-5:30,4302.123300,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4302.123300,,,2025-01-01 00:00:00
2025-01-01,33,05:30:00,5:30-5:40,4456.590000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4456.590000,,,2025-01-01 00:00:00
2025-01-01,34,05:40:00,5:40-5:50,4148.637000,0.029900,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.029900,4148.607100,,,2025-01-01 00:00:00
2025-01-01,35,05:50:00,5:50-6:00,4498.133300,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4498.133300,,,2025-01-01 00:00:00
2025-01-01,36,06:00:00,6:00-6:10,5369.380000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,5369.380000,,,2025-01-01 00:00:00
2025-01-01,37,06:10:00,6:10-6:20,5440.899100,0.416900,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,-2.700400,5440.482200,,,2025-01-01 00:00:00
2025-01-01,38,06:20:00,6:20-6:30,5316.893000,0.000000,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,-3.117300,5316.893000,,,2025-01-01 00:00:00
2025-01-01,39,06:30:00,6:30-6:40,5399.820000,0.000000,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,-3.117300,5399.820000,,,2025-01-01 00:00:00
2025-01-01,40,06:40:00,6:40-6:50,5447.400700,5.806200,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,2.688900,5441.594500,,,2025-01-01 00:00:00
2025-01-01,41,06:50:00,6:50-7:00,5444.401000,0.000000,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,-3.117300,5444.401000,,,2025-01-01 00:00:00
2025-01-01,42,07:00:00,7:0-7:10,5433.630000,3.075000,,,,,,,,,,,3.117300,3.117300,,load_pred_expanding_mean_kw,3.117300,pv_pred_official_kw,,-0.042300,5430.555000,,,2025-01-01 00:00:00
2025-01-01,43,07:10:00,7:10-7:20,5449.281800,175.795300,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-1427.535200,5273.486500,,,2025-01-01 00:00:00
2025-01-01,44,07:20:00,7:20-7:30,5510.004200,421.496000,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-1181.834500,5088.508200,,,2025-01-01 00:00:00
2025-01-01,45,07:30:00,7:30-7:40,5476.000000,677.100000,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-926.230500,4798.900000,,,2025-01-01 00:00:00
2025-01-01,46,07:40:00,7:40-7:50,5329.421500,950.811200,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-652.519300,4378.610300,,,2025-01-01 00:00:00
2025-01-01,47,07:50:00,7:50-8:00,6084.116300,1255.570500,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-347.760000,4828.545800,,,2025-01-01 00:00:00
2025-01-01,48,08:00:00,8:00-8:10,7316.000000,1592.287500,,,,,,,,,,,1603.330500,1603.330500,,load_pred_expanding_mean_kw,1603.330500,pv_pred_official_kw,,-11.043000,5723.712500,,,2025-01-01 00:00:00
2025-01-01,49,08:10:00,8:10-8:20,7469.494700,1937.521200,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-1471.571700,5531.973500,,,2025-01-01 00:00:00
2025-01-01,50,08:20:00,8:20-8:30,7225.691000,2225.126100,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-1183.966800,5000.564900,,,2025-01-01 00:00:00
2025-01-01,51,08:30:00,8:30-8:40,7216.130000,2490.112500,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-918.980400,4726.017500,,,2025-01-01 00:00:00
2025-01-01,52,08:40:00,8:40-8:50,7361.700400,2826.314600,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-582.778300,4535.385800,,,2025-01-01 00:00:00
2025-01-01,53,08:50:00,8:50-9:00,7275.513000,3122.131500,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-286.961400,4153.381500,,,2025-01-01 00:00:00
2025-01-01,54,09:00:00,9:00-9:10,7077.290000,3350.962500,,,,,,,,,,,3409.092900,3409.092900,,load_pred_expanding_mean_kw,3409.092900,pv_pred_official_kw,,-58.130400,3726.327500,,,2025-01-01 00:00:00
2025-01-01,55,09:10:00,9:10-9:20,7221.876200,3601.797700,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-1269.489800,3620.078500,,,2025-01-01 00:00:00
2025-01-01,56,09:20:00,9:20-9:30,7229.551300,3875.635200,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-995.652300,3353.916100,,,2025-01-01 00:00:00
2025-01-01,57,09:30:00,9:30-9:40,7099.330000,4149.825000,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-721.462500,2949.505000,,,2025-01-01 00:00:00
2025-01-01,58,09:40:00,9:40-9:50,7297.152100,4403.480200,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-467.807300,2893.671900,,,2025-01-01 00:00:00
2025-01-01,59,09:50:00,9:50-10:00,7313.175600,4624.750500,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-246.537000,2688.425100,,,2025-01-01 00:00:00
2025-01-01,60,10:00:00,10:00-10:10,7099.460000,4836.637500,,,,,,,,,,,4871.287500,4871.287500,,load_pred_expanding_mean_kw,4871.287500,pv_pred_official_kw,,-34.650000,2262.822500,,,2025-01-01 00:00:00
2025-01-01,61,10:10:00,10:10-10:20,7125.521400,5080.702400,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-704.408600,2044.819000,,,2025-01-01 00:00:00
2025-01-01,62,10:20:00,10:20-10:30,7096.310400,5338.752800,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-446.358200,1757.557600,,,2025-01-01 00:00:00
2025-01-01,63,10:30:00,10:30-10:40,6986.170000,5494.725000,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-290.386000,1491.445000,,,2025-01-01 00:00:00
2025-01-01,64,10:40:00,10:40-10:50,7098.970200,5437.977800,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-347.133200,1660.992400,,,2025-01-01 00:00:00
2025-01-01,65,10:50:00,10:50-11:00,7193.993000,5396.212600,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-388.898400,1797.780400,,,2025-01-01 00:00:00
2025-01-01,66,11:00:00,11:00-11:10,7135.180000,5372.100000,,,,,,,,,,,5785.111000,5785.111000,,load_pred_expanding_mean_kw,5785.111000,pv_pred_official_kw,,-413.011000,1763.080000,,,2025-01-01 00:00:00
2025-01-01,67,11:10:00,11:10-11:20,7042.947000,5182.972200,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-554.199500,1859.974800,,,2025-01-01 00:00:00
2025-01-01,68,11:20:00,11:20-11:30,7069.167500,5131.501100,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-605.670600,1937.666400,,,2025-01-01 00:00:00
2025-01-01,69,11:30:00,11:30-11:40,7129.170000,5294.775000,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-442.396700,1834.395000,,,2025-01-01 00:00:00
2025-01-01,70,11:40:00,11:40-11:50,6971.039300,5434.744400,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-302.427300,1536.294900,,,2025-01-01 00:00:00
2025-01-01,71,11:50:00,11:50-12:00,6648.493700,5455.501100,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-281.670600,1192.992600,,,2025-01-01 00:00:00
2025-01-01,72,12:00:00,12:00-12:10,6471.290000,5331.712500,,,,,,,,,,,5737.171700,5737.171700,,load_pred_expanding_mean_kw,5737.171700,pv_pred_official_kw,,-405.459200,1139.577500,,,2025-01-01 00:00:00
2025-01-01,73,12:10:00,12:10-12:20,6681.185500,5126.653300,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-920.743100,1554.532200,,,2025-01-01 00:00:00
2025-01-01,74,12:20:00,12:20-12:30,6585.271400,5118.489500,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-928.906900,1466.781900,,,2025-01-01 00:00:00
2025-01-01,75,12:30:00,12:30-12:40,6283.970000,5302.575000,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-744.821400,981.395000,,,2025-01-01 00:00:00
2025-01-01,76,12:40:00,12:40-12:50,6547.932200,5399.799600,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-647.596800,1148.132600,,,2025-01-01 00:00:00
2025-01-01,77,12:50:00,12:50-13:00,6747.678900,5377.648800,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-669.747600,1370.030100,,,2025-01-01 00:00:00
2025-01-01,78,13:00:00,13:00-13:10,6682.360000,5261.812500,,,,,,,,,,,6047.396400,6047.396400,,load_pred_expanding_mean_kw,6047.396400,pv_pred_official_kw,,-785.583900,1420.547500,,,2025-01-01 00:00:00
2025-01-01,79,13:10:00,13:10-13:20,6790.962800,5097.616400,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,410.499900,1693.346400,,,2025-01-01 00:00:00
2025-01-01,80,13:20:00,13:20-13:30,6916.016500,5029.453400,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,342.336900,1886.563100,,,2025-01-01 00:00:00
2025-01-01,81,13:30:00,13:30-13:40,6834.780000,5043.862500,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,356.746000,1790.917500,,,2025-01-01 00:00:00
2025-01-01,82,13:40:00,13:40-13:50,6546.525200,4973.584400,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,286.467900,1572.940800,,,2025-01-01 00:00:00
2025-01-01,83,13:50:00,13:50-14:00,6539.873000,4769.752400,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,82.635900,1770.120600,,,2025-01-01 00:00:00
2025-01-01,84,14:00:00,14:00-14:10,6773.970000,4478.625000,,,,,,,,,,,4687.116500,4687.116500,,load_pred_expanding_mean_kw,4687.116500,pv_pred_official_kw,,-208.491500,2295.345000,,,2025-01-01 00:00:00
2025-01-01,85,14:10:00,14:10-14:20,6736.811700,4209.390900,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,636.738000,2527.420800,,,2025-01-01 00:00:00
2025-01-01,86,14:20:00,14:20-14:30,6623.381300,4060.431600,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,487.778700,2562.949700,,,2025-01-01 00:00:00
2025-01-01,87,14:30:00,14:30-14:40,6548.980000,3934.425000,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,361.772100,2614.555000,,,2025-01-01 00:00:00
2025-01-01,88,14:40:00,14:40-14:50,6398.562700,3648.122900,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,75.470000,2750.439800,,,2025-01-01 00:00:00
2025-01-01,89,14:50:00,14:50-15:00,6196.585400,3431.016400,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,-141.636500,2765.569000,,,2025-01-01 00:00:00
2025-01-01,90,15:00:00,15:00-15:10,6154.690000,3327.337500,,,,,,,,,,,3572.652900,3572.652900,,load_pred_expanding_mean_kw,3572.652900,pv_pred_official_kw,,-245.315400,2827.352500,,,2025-01-01 00:00:00
2025-01-01,91,15:10:00,15:10-15:20,6459.581800,3139.117500,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,1509.121100,3320.464300,,,2025-01-01 00:00:00
2025-01-01,92,15:20:00,15:20-15:30,6622.885700,2860.425300,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,1230.428900,3762.460400,,,2025-01-01 00:00:00
2025-01-01,93,15:30:00,15:30-15:40,6493.610000,2505.000000,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,875.003600,3988.610000,,,2025-01-01 00:00:00
2025-01-01,94,15:40:00,15:40-15:50,6375.051600,2089.695000,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,459.698600,4285.356600,,,2025-01-01 00:00:00
2025-01-01,95,15:50:00,15:50-16:00,6354.113000,1762.156200,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,132.159800,4591.956800,,,2025-01-01 00:00:00
2025-01-01,96,16:00:00,16:00-16:10,6404.250000,1525.800000,,,,,,,,,,,1629.996400,1629.996400,,load_pred_expanding_mean_kw,1629.996400,pv_pred_official_kw,,-104.196400,4878.450000,,,2025-01-01 00:00:00
2025-01-01,97,16:10:00,16:10-16:20,6444.972000,1249.202500,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,1246.006900,5195.769500,,,2025-01-01 00:00:00
2025-01-01,98,16:20:00,16:20-16:30,6399.458600,968.221900,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,965.026300,5431.236700,,,2025-01-01 00:00:00
2025-01-01,99,16:30:00,16:30-16:40,6292.150000,706.612500,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,703.416900,5585.537500,,,2025-01-01 00:00:00
2025-01-01,100,16:40:00,16:40-16:50,6236.915300,440.438300,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,437.242700,5796.477000,,,2025-01-01 00:00:00
2025-01-01,101,16:50:00,16:50-17:00,6299.943700,180.885000,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,177.689400,6119.058700,,,2025-01-01 00:00:00
2025-01-01,102,17:00:00,17:00-17:10,6389.060000,2.962500,,,,,,,,,,,3.195600,3.195600,,load_pred_expanding_mean_kw,3.195600,pv_pred_official_kw,,-0.233100,6386.097500,,,2025-01-01 00:00:00
2025-01-01,103,17:10:00,17:10-17:20,6325.183300,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,6325.183300,,,2025-01-01 00:00:00
2025-01-01,104,17:20:00,17:20-17:30,6169.473400,5.957800,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,5.957800,6163.515600,,,2025-01-01 00:00:00
2025-01-01,105,17:30:00,17:30-17:40,6191.990000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,6191.990000,,,2025-01-01 00:00:00
2025-01-01,106,17:40:00,17:40-17:50,6464.506700,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,6464.506700,,,2025-01-01 00:00:00
2025-01-01,107,17:50:00,17:50-18:00,5764.030900,0.427700,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.427700,5763.603200,,,2025-01-01 00:00:00
2025-01-01,108,18:00:00,18:00-18:10,4529.450000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4529.450000,,,2025-01-01 00:00:00
2025-01-01,109,18:10:00,18:10-18:20,4490.532800,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4490.532800,,,2025-01-01 00:00:00
2025-01-01,110,18:20:00,18:20-18:30,4644.020600,0.030700,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.030700,4643.989900,,,2025-01-01 00:00:00
2025-01-01,111,18:30:00,18:30-18:40,4469.210000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4469.210000,,,2025-01-01 00:00:00
2025-01-01,112,18:40:00,18:40-18:50,4470.465000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4470.465000,,,2025-01-01 00:00:00
2025-01-01,113,18:50:00,18:50-19:00,4510.875600,0.002200,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.002200,4510.873400,,,2025-01-01 00:00:00
2025-01-01,114,19:00:00,19:00-19:10,4486.170000,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4486.170000,,,2025-01-01 00:00:00
2025-01-01,115,19:10:00,19:10-19:20,4471.729300,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4471.729300,,,2025-01-01 00:00:00
2025-01-01,116,19:20:00,19:20-19:30,4439.823500,0.000000,,,,,,,,,,,0.000000,0.000000,,load_pred_expanding_mean_kw,0.000000,pv_pred_official_kw,,0.000000,4439.823500,,,2025-01-01 00:00:00
