date,interval_index,source_time_label,output_interval_label,interval_end_timestamp,load_actual_kw,pv_actual_kw,price_actual,price_static,forecast_issue_time,forecast_lead_h,pv_forecast_kw
2025-01-01,14,02:20:00,2:20-2:30,2025-01-01 02:20:00,3844.949500,0.000000,0.475100,0.432400,2025-01-01,3,0.000000
2025-01-01,15,02:30:00,2:30-2:40,2025-01-01 02:30:00,4234.620000,0.000000,0.488000,0.436700,2025-01-01,3,0.000000
2025-01-01,16,02:40:00,2:40-2:50,2025-01-01 02:40:00,4109.975500,0.000000,0.521500,0.434800,2025-01-01,3,0.000000
2025-01-01,17,02:50:00,2:50-3:00,2025-01-01 02:50:00,3996.894500,0.000000,0.549800,0.433500,2025-01-01,3,0.000000
2025-01-01,18,03:00:00,3:00-3:10,2025-01-01 03:00:00,4102.190000,0.000000,0.547100,0.435700,2025-01-01,3,0.000000
2025-01-01,19,03:10:00,3:10-3:20,2025-01-01 03:10:00,4086.057700,0.000000,0.506700,0.437400,2025-01-01,4,0.000000
2025-01-01,20,03:20:00,3:20-3:30,2025-01-01 03:20:00,4133.762600,0.000000,0.476900,0.437100,2025-01-01,4,0.000000
2025-01-01,21,03:30:00,3:30-3:40,2025-01-01 03:30:00,4179.180000,0.000000,0.466900,0.435600,2025-01-01,4,0.000000
2025-01-01,22,03:40:00,3:40-3:50,2025-01-01 03:40:00,3953.371100,0.000000,0.450100,0.435300,2025-01-01,4,0.000000
2025-01-01,23,03:50:00,3:50-4:00,2025-01-01 03:50:00,3910.749600,0.000000,0.460800,0.436000,2025-01-01,4,0.000000
2025-01-01,24,04:00:00,4:00-4:10,2025-01-01 04:00:00,4099.310000,0.000000,0.492700,0.437800,2025-01-01,4,0.000000
2025-01-01,25,04:10:00,4:10-4:20,2025-01-01 04:10:00,4123.862300,0.000000,0.497600,0.440100,2025-01-01,5,0.000000
2025-01-01,26,04:20:00,4:20-4:30,2025-01-01 04:20:00,4169.006800,0.000000,0.488900,0.438900,2025-01-01,5,0.000000
2025-01-01,27,04:30:00,4:30-4:40,2025-01-01 04:30:00,4260.240000,0.000000,0.488500,0.436400,2025-01-01,5,0.000000
2025-01-01,28,04:40:00,4:40-4:50,2025-01-01 04:40:00,4217.222200,0.000000,0.504200,0.439300,2025-01-01,5,0.000000
2025-01-01,29,04:50:00,4:50-5:00,2025-01-01 04:50:00,4261.857000,0.000000,0.517800,0.442200,2025-01-01,5,0.000000
2025-01-01,30,05:00:00,5:00-5:10,2025-01-01 05:00:00,4341.900000,0.000000,0.504200,0.439500,2025-01-01,5,0.000000
2025-01-01,31,05:10:00,5:10-5:20,2025-01-01 05:10:00,4208.220800,0.002100,0.463900,0.433300,2025-01-01,6,0.000000
2025-01-01,32,05:20:00,5:20-5:30,2025-01-01 05:20:00,4302.123300,0.000000,0.489900,0.443900,2025-01-01,6,0.000000
2025-01-01,33,05:30:00,5:30-5:40,2025-01-01 05:30:00,4456.590000,0.000000,0.519400,0.430100,2025-01-01,6,0.000000
2025-01-01,34,05:40:00,5:40-5:50,2025-01-01 05:40:00,4148.637000,0.029900,0.445900,0.371300,2025-01-01,6,0.000000
2025-01-01,35,05:50:00,5:50-6:00,2025-01-01 05:50:00,4498.133300,0.000000,0.672600,0.570800,2025-01-01,6,0.000000
2025-01-01,36,06:00:00,6:00-6:10,2025-01-01 06:00:00,5369.380000,0.000000,1.069300,0.909900,2025-01-01,6,0.000000
2025-01-01,37,06:10:00,6:10-6:20,2025-01-01 06:10:00,5440.899100,0.416900,1.069600,0.936800,2025-01-01,7,3.117300
2025-01-01,38,06:20:00,6:20-6:30,2025-01-01 06:20:00,5316.893000,0.000000,0.997400,0.875800,2025-01-01,7,3.117300
2025-01-01,39,06:30:00,6:30-6:40,2025-01-01 06:30:00,5399.820000,0.000000,1.045100,0.875900,2025-01-01,7,3.117300
2025-01-01,40,06:40:00,6:40-6:50,2025-01-01 06:40:00,5447.400700,5.806200,1.068400,0.860100,2025-01-01,7,3.117300
2025-01-01,41,06:50:00,6:50-7:00,2025-01-01 06:50:00,5444.401000,0.000000,1.026700,0.844200,2025-01-01,7,3.117300
2025-01-01,42,07:00:00,7:0-7:10,2025-01-01 07:00:00,5433.630000,3.075000,0.981400,0.833400,2025-01-01,7,3.117300
2025-01-01,43,07:10:00,7:10-7:20,2025-01-01 07:10:00,5449.281800,175.795300,1.018700,0.809200,2025-01-01,8,1603.330500
2025-01-01,44,07:20:00,7:20-7:30,2025-01-01 07:20:00,5510.004200,421.496000,1.036200,0.797200,2025-01-01,8,1603.330500
2025-01-01,45,07:30:00,7:30-7:40,2025-01-01 07:30:00,5476.000000,677.100000,0.967000,0.764400,2025-01-01,8,1603.330500
2025-01-01,46,07:40:00,7:40-7:50,2025-01-01 07:40:00,5329.421500,950.811200,0.893000,0.689900,2025-01-01,8,1603.330500
2025-01-01,47,07:50:00,7:50-8:00,2025-01-01 07:50:00,6084.116300,1255.570500,1.136000,0.860000,2025-01-01,8,1603.330500
2025-01-01,48,08:00:00,8:00-8:10,2025-01-01 08:00:00,7316.000000,1592.287500,1.520900,1.161700,2025-01-01,8,1603.330500
2025-01-01,49,08:10:00,8:10-8:20,2025-01-01 08:10:00,7469.494700,1937.521200,1.520600,1.168300,2025-01-01,9,3409.092900
2025-01-01,50,08:20:00,8:20-8:30,2025-01-01 08:20:00,7225.691000,2225.126100,1.413200,1.095600,2025-01-01,9,3409.092900
2025-01-01,51,08:30:00,8:30-8:40,2025-01-01 08:30:00,7216.130000,2490.112500,1.389500,1.084900,2025-01-01,9,3409.092900
2025-01-01,52,08:40:00,8:40-8:50,2025-01-01 08:40:00,7361.700400,2826.314600,1.361000,1.061000,2025-01-01,9,3409.092900
2025-01-01,53,08:50:00,8:50-9:00,2025-01-01 08:50:00,7275.513000,3122.131500,1.302800,1.043000,2025-01-01,9,3409.092900
2025-01-01,54,09:00:00,9:00-9:10,2025-01-01 09:00:00,7077.290000,3350.962500,1.256200,1.036000,2025-01-01,9,3409.092900
2025-01-01,55,09:10:00,9:10-9:20,2025-01-01 09:10:00,7221.876200,3601.797700,1.274900,1.014700,2025-01-01,10,4871.287500
2025-01-01,56,09:20:00,9:20-9:30,2025-01-01 09:20:00,7229.551300,3875.635200,1.273500,0.992200,2025-01-01,10,4871.287500
2025-01-01,57,09:30:00,9:30-9:40,2025-01-01 09:30:00,7099.330000,4149.825000,1.213500,0.970000,2025-01-01,10,4871.287500
2025-01-01,58,09:40:00,9:40-9:50,2025-01-01 09:40:00,7297.152100,4403.480200,1.158600,0.942200,2025-01-01,10,4871.287500
2025-01-01,59,09:50:00,9:50-10:00,2025-01-01 09:50:00,7313.175600,4624.750500,1.246400,0.956900,2025-01-01,10,4871.287500
2025-01-01,60,10:00:00,10:00-10:10,2025-01-01 10:00:00,7099.460000,4836.637500,1.394700,0.997700,2025-01-01,10,4871.287500
2025-01-01,61,10:10:00,10:10-10:20,2025-01-01 10:10:00,7125.521400,5080.702400,1.376100,0.991900,2025-01-01,11,5785.111000
2025-01-01,62,10:20:00,10:20-10:30,2025-01-01 10:20:00,7096.310400,5338.752800,1.329400,0.958800,2025-01-01,11,5785.111000
2025-01-01,63,10:30:00,10:30-10:40,2025-01-01 10:30:00,6986.170000,5494.725000,1.364600,0.954900,2025-01-01,11,5785.111000
2025-01-01,64,10:40:00,10:40-10:50,2025-01-01 10:40:00,7098.970200,5437.977800,1.409900,0.983900,2025-01-01,11,5785.111000
2025-01-01,65,10:50:00,10:50-11:00,2025-01-01 10:50:00,7193.993000,5396.212600,1.177300,0.799000,2025-01-01,11,5785.111000
2025-01-01,66,11:00:00,11:00-11:10,2025-01-01 11:00:00,7135.180000,5372.100000,0.806000,0.502500,2025-01-01,11,5785.111000
2025-01-01,67,11:10:00,11:10-11:20,2025-01-01 11:10:00,7042.947000,5182.972200,0.748300,0.466200,2025-01-01,12,5737.171700
2025-01-01,68,11:20:00,11:20-11:30,2025-01-01 11:20:00,7069.167500,5131.501100,0.798100,0.500700,2025-01-01,12,5737.171700
2025-01-01,69,11:30:00,11:30-11:40,2025-01-01 11:30:00,7129.170000,5294.775000,0.792900,0.482700,2025-01-01,12,5737.171700
2025-01-01,70,11:40:00,11:40-11:50,2025-01-01 11:40:00,6971.039300,5434.744400,0.771300,0.478500,2025-01-01,12,5737.171700
2025-01-01,71,11:50:00,11:50-12:00,2025-01-01 11:50:00,6648.493700,5455.501100,0.726000,0.466200,2025-01-01,12,5737.171700
2025-01-01,72,12:00:00,12:00-12:10,2025-01-01 12:00:00,6471.290000,5331.712500,0.713300,0.443200,2025-01-01,12,5737.171700
2025-01-01,73,12:10:00,12:10-12:20,2025-01-01 12:10:00,6681.185500,5126.653300,0.802600,0.441100,2025-01-01,13,6047.396400
2025-01-01,74,12:20:00,12:20-12:30,2025-01-01 12:20:00,6585.271400,5118.489500,0.818300,0.455100,2025-01-01,13,6047.396400
2025-01-01,75,12:30:00,12:30-12:40,2025-01-01 12:30:00,6283.970000,5302.575000,0.730500,0.446300,2025-01-01,13,6047.396400
2025-01-01,76,12:40:00,12:40-12:50,2025-01-01 12:40:00,6547.932200,5399.799600,0.712000,0.411300,2025-01-01,13,6047.396400
2025-01-01,77,12:50:00,12:50-13:00,2025-01-01 12:50:00,6747.678900,5377.648800,0.903000,0.568200,2025-01-01,13,6047.396400
2025-01-01,78,13:00:00,13:00-13:10,2025-01-01 13:00:00,6682.360000,5261.812500,1.152500,0.827900,2025-01-01,13,6047.396400
2025-01-01,79,13:10:00,13:10-13:20,2025-01-01 13:10:00,6790.962800,5097.616400,1.160700,0.863600,2025-01-01,14,4687.116500
2025-01-01,80,13:20:00,13:20-13:30,2025-01-01 13:20:00,6916.016500,5029.453400,1.143700,0.841600,2025-01-01,14,4687.116500
2025-01-01,81,13:30:00,13:30-13:40,2025-01-01 13:30:00,6834.780000,5043.862500,1.153700,0.861800,2025-01-01,14,4687.116500
2025-01-01,82,13:40:00,13:40-13:50,2025-01-01 13:40:00,6546.525200,4973.584400,1.057100,0.862300,2025-01-01,14,4687.116500
2025-01-01,83,13:50:00,13:50-14:00,2025-01-01 13:50:00,6539.873000,4769.752400,1.142300,0.902600,2025-01-01,14,4687.116500
2025-01-01,84,14:00:00,14:00-14:10,2025-01-01 14:00:00,6773.970000,4478.625000,1.362700,0.975400,2025-01-01,14,4687.116500
2025-01-01,85,14:10:00,14:10-14:20,2025-01-01 14:10:00,6736.811700,4209.390900,1.363000,1.000200,2025-01-01,15,3572.652900
2025-01-01,86,14:20:00,14:20-14:30,2025-01-01 14:20:00,6623.381300,4060.431600,1.321500,0.997800,2025-01-01,15,3572.652900
2025-01-01,87,14:30:00,14:30-14:40,2025-01-01 14:30:00,6548.980000,3934.425000,1.388400,1.027100,2025-01-01,15,3572.652900
2025-01-01,88,14:40:00,14:40-14:50,2025-01-01 14:40:00,6398.562700,3648.122900,1.473600,1.090600,2025-01-01,15,3572.652900
2025-01-01,89,14:50:00,14:50-15:00,2025-01-01 14:50:00,6196.585400,3431.016400,1.220300,0.937600,2025-01-01,15,3572.652900
2025-01-01,90,15:00:00,15:00-15:10,2025-01-01 15:00:00,6154.690000,3327.337500,0.829500,0.669400,2025-01-01,15,3572.652900
2025-01-01,91,15:10:00,15:10-15:20,2025-01-01 15:10:00,6459.581800,3139.117500,0.878200,0.660000,2025-01-01,16,1629.996400
2025-01-01,92,15:20:00,15:20-15:30,2025-01-01 15:20:00,6622.885700,2860.425300,0.974000,0.721700,2025-01-01,16,1629.996400
2025-01-01,93,15:30:00,15:30-15:40,2025-01-01 15:30:00,6493.610000,2505.000000,0.925700,0.730800,2025-01-01,16,1629.996400
2025-01-01,94,15:40:00,15:40-15:50,2025-01-01 15:40:00,6375.051600,2089.695000,0.936800,0.753400,2025-01-01,16,1629.996400
2025-01-01,95,15:50:00,15:50-16:00,2025-01-01 15:50:00,6354.113000,1762.156200,0.988500,0.782300,2025-01-01,16,1629.996400
2025-01-01,96,16:00:00,16:00-16:10,2025-01-01 16:00:00,6404.250000,1525.800000,1.023600,0.805500,2025-01-01,16,1629.996400
2025-01-01,97,16:10:00,16:10-16:20,2025-01-01 16:10:00,6444.972000,1249.202500,1.025600,0.827100,2025-01-01,17,3.195600
2025-01-01,98,16:20:00,16:20-16:30,2025-01-01 16:20:00,6399.458600,968.221900,1.051800,0.851900,2025-01-01,17,3.195600
2025-01-01,99,16:30:00,16:30-16:40,2025-01-01 16:30:00,6292.150000,706.612500,1.091800,0.879100,2025-01-01,17,3.195600
2025-01-01,100,16:40:00,16:40-16:50,2025-01-01 16:40:00,6236.915300,440.438300,1.086600,0.902400,2025-01-01,17,3.195600
2025-01-01,101,16:50:00,16:50-17:00,2025-01-01 16:50:00,6299.943700,180.885000,1.119600,0.916300,2025-01-01,17,3.195600
2025-01-01,102,17:00:00,17:00-17:10,2025-01-01 17:00:00,6389.060000,2.962500,1.182100,0.926400,2025-01-01,17,3.195600
2025-01-01,103,17:10:00,17:10-17:20,2025-01-01 17:10:00,6325.183300,0.000000,1.171900,0.946200,2025-01-01,18,0.000000
2025-01-01,104,17:20:00,17:20-17:30,2025-01-01 17:20:00,6169.473400,5.957800,1.127100,0.974200,2025-01-01,18,0.000000
2025-01-01,105,17:30:00,17:30-17:40,2025-01-01 17:30:00,6191.990000,0.000000,1.100100,0.986200,2025-01-01,18,0.000000
2025-01-01,106,17:40:00,17:40-17:50,2025-01-01 17:40:00,6464.506700,0.000000,1.120600,0.976000,2025-01-01,18,0.000000
2025-01-01,107,17:50:00,17:50-18:00,2025-01-01 17:50:00,5764.030900,0.427700,1.212500,1.074200,2025-01-01,18,0.000000
2025-01-01,108,18:00:00,18:00-18:10,2025-01-01 18:00:00,4529.450000,0.000000,1.324600,1.231300,2025-01-01,18,0.000000
2025-01-01,109,18:10:00,18:10-18:20,2025-01-01 18:10:00,4490.532800,0.000000,1.354300,1.256100,2025-01-01,19,0.000000
2025-01-01,110,18:20:00,18:20-18:30,2025-01-01 18:20:00,4644.020600,0.030700,1.295100,1.244700,2025-01-01,19,0.000000
2025-01-01,111,18:30:00,18:30-18:40,2025-01-01 18:30:00,4469.210000,0.000000,1.221400,1.254500,2025-01-01,19,0.000000
2025-01-01,112,18:40:00,18:40-18:50,2025-01-01 18:40:00,4470.465000,0.000000,1.236300,1.252200,2025-01-01,19,0.000000
2025-01-01,113,18:50:00,18:50-19:00,2025-01-01 18:50:00,4510.875600,0.002200,1.333900,1.288100,2025-01-01,19,0.000000
2025-01-01,114,19:00:00,19:00-19:10,2025-01-01 19:00:00,4486.170000,0.000000,1.461300,1.346600,2025-01-01,19,0.000000
2025-01-01,115,19:10:00,19:10-19:20,2025-01-01 19:10:00,4471.729300,0.000000,1.552100,1.352300,2025-01-01,20,0.000000
2025-01-01,116,19:20:00,19:20-19:30,2025-01-01 19:20:00,4439.823500,0.000000,1.562200,1.344500,2025-01-01,20,0.000000
2025-01-01,117,19:30:00,19:30-19:40,2025-01-01 19:30:00,4387.190000,0.000000,1.521800,1.348300,2025-01-01,20,0.000000
2025-01-01,118,19:40:00,19:40-19:50,2025-01-01 19:40:00,4347.976500,0.000000,1.504700,1.349000,2025-01-01,20,0.000000
2025-01-01,119,19:50:00,19:50-20:00,2025-01-01 19:50:00,4300.634500,0.000000,1.484300,1.347300,2025-01-01,20,0.000000
2025-01-01,120,20:00:00,20:00-20:10,2025-01-01 20:00:00,4315.990000,0.000000,1.469500,1.348200,2025-01-01,20,0.000000
2025-01-01,121,20:10:00,20:10-20:20,2025-01-01 20:10:00,4483.274400,0.000000,1.499300,1.351300,2025-01-01,21,0.000000
2025-01-01,122,20:20:00,20:20-20:30,2025-01-01 20:20:00,4551.706000,0.000000,1.494600,1.340000,2025-01-01,21,0.000000
2025-01-01,123,20:30:00,20:30-20:40,2025-01-01 20:30:00,4499.800000,0.000000,1.502900,1.348900,2025-01-01,21,0.000000
2025-01-01,124,20:40:00,20:40-20:50,2025-01-01 20:40:00,4535.093500,0.000000,1.599300,1.395200,2025-01-01,21,0.000000
2025-01-01,125,20:50:00,20:50-21:00,2025-01-01 20:50:00,4528.916000,0.000000,1.371600,1.222600,2025-01-01,21,0.000000
2025-01-01,126,21:00:00,21:00-21:10,2025-01-01 21:00:00,4483.510000,0.000000,0.960100,0.933200,2025-01-01,21,0.000000
2025-01-01,127,21:10:00,21:10-21:20,2025-01-01 21:10:00,4548.230200,0.000000,0.948500,0.906800,2025-01-01,22,0.000000
2025-01-01,128,21:20:00,21:20-21:30,2025-01-01 21:20:00,4595.684100,0.000000,1.006400,0.937100,2025-01-01,22,0.000000
2025-01-01,129,21:30:00,21:30-21:40,2025-01-01 21:30:00,4620.900000,0.000000,0.962200,0.937100,2025-01-01,22,0.000000
2025-01-01,130,21:40:00,21:40-21:50,2025-01-01 21:40:00,4653.714800,0.000000,0.947000,0.987100,2025-01-01,22,0.000000
2025-01-01,131,21:50:00,21:50-22:00,2025-01-01 21:50:00,4131.984500,0.000000,0.742800,0.776400,2025-01-01,22,0.000000
2025-01-01,132,22:00:00,22:00-22:10,2025-01-01 22:00:00,3363.000000,0.000000,0.448200,0.420900,2025-01-01,22,0.000000
2025-01-01,133,22:10:00,22:10-22:20,2025-01-01 22:10:00,3305.758800,0.000000,0.424300,0.385900,2025-01-01,23,0.000000
2025-01-01,134,22:20:00,22:20-22:30,2025-01-01 22:20:00,3470.932000,0.000000,0.459500,0.436800,2025-01-01,23,0.000000
2025-01-01,135,22:30:00,22:30-22:40,2025-01-01 22:30:00,3521.370000,0.000000,0.438400,0.419800,2025-01-01,23,0.000000
2025-01-01,136,22:40:00,22:40-22:50,2025-01-01 22:40:00,3561.527900,0.000000,0.450600,0.418600,2025-01-01,23,0.000000
2025-01-01,137,22:50:00,22:50-23:00,2025-01-01 22:50:00,3386.068000,0.000000,0.436200,0.424100,2025-01-01,23,0.000000
2025-01-01,138,23:00:00,23:00-23:10,2025-01-01 23:00:00,3289.990000,0.000000,0.411100,0.423700,2025-01-01,23,0.000000
2025-01-01,139,23:10:00,23:10-23:20,2025-01-01 23:10:00,3774.255200,0.000000,0.459000,0.424800,2025-01-01,24,0.000000
2025-01-01,140,23:20:00,23:20-23:30,2025-01-01 23:20:00,3883.620000,0.000000,0.475900,0.424000,2025-01-01,24,0.000000
2025-01-01,141,23:30:00,23:30-23:40,2025-01-01 23:30:00,3525.140000,0.000000,0.431400,0.422000,2025-01-01,24,0.000000
2025-01-01,142,23:40:00,23:40-23:50,2025-01-01 23:40:00,3553.590900,0.000000,0.403800,0.424000,2025-01-01,24,0.000000
2025-01-01,143,23:50:00,23:50-0:00+1,2025-01-01 23:50:00,3697.114100,0.000000,0.417900,0.427100,2025-01-01,24,0.000000
2025-01-01,144,00:00+1,0:00-0:10+1,2025-01-02 00:00:00,3696.700000,0.000000,0.428400,0.427600,2025-01-01,24,0.000000
2025-01-02,1,00:10:00,0:10-0:20,2025-01-02 00:10:00,3622.550900,0.000000,0.380900,0.424800,2025-01-02,1,0.000000
2025-01-02,2,00:20:00,0:20-0:30,2025-01-02 00:20:00,3622.761100,0.000000,0.396400,0.424500,2025-01-02,1,0.000000
2025-01-02,3,00:30:00,0:30-0:40,2025-01-02 00:30:00,3708.230000,0.000000,0.465400,0.426900,2025-01-02,1,0.000000
2025-01-02,4,00:40:00,0:40-0:50,2025-01-02 00:40:00,3750.522600,0.000000,0.454200,0.427200,2025-01-02,1,0.000000
2025-01-02,5,00:50:00,0:50-1:00,2025-01-02 00:50:00,3684.903800,0.000000,0.429900,0.427100,2025-01-02,1,0.000000
2025-01-02,6,01:00:00,1:00-1:10,2025-01-02 01:00:00,3644.140000,0.000000,0.447700,0.428500,2025-01-02,1,0.000000
2025-01-02,7,01:10:00,1:10-1:20,2025-01-02 01:10:00,3809.298000,0.000000,0.485900,0.431100,2025-01-02,2,0.000000
2025-01-02,8,01:20:00,1:20-1:30,2025-01-02 01:20:00,3855.122600,0.000000,0.475200,0.430200,2025-01-02,2,0.000000
2025-01-02,9,01:30:00,1:30-1:40,2025-01-02 01:30:00,3783.780000,0.000000,0.434800,0.427900,2025-01-02,2,0.000000
2025-01-02,10,01:40:00,1:40-1:50,2025-01-02 01:40:00,3907.384900,0.000000,0.451300,0.431200,2025-01-02,2,0.000000
2025-01-02,11,01:50:00,1:50-2:00,2025-01-02 01:50:00,3968.239800,0.000000,0.485300,0.433300,2025-01-02,2,0.000000
2025-01-02,12,02:00:00,2:00-2:10,2025-01-02 02:00:00,3886.770000,0.000000,0.486400,0.431100,2025-01-02,2,0.000000
2025-01-02,13,02:10:00,2:10-2:20,2025-01-02 02:10:00,3865.390100,0.000000,0.444400,0.429300,2025-01-02,3,0.000000
2025-01-02,14,02:20:00,2:20-2:30,2025-01-02 02:20:00,3931.686100,0.000000,0.421700,0.432400,2025-01-02,3,0.000000
2025-01-02,15,02:30:00,2:30-2:40,2025-01-02 02:30:00,4055.980000,0.000000,0.444300,0.436700,2025-01-02,3,0.000000
2025-01-02,16,02:40:00,2:40-2:50,2025-01-02 02:40:00,4164.982000,0.000000,0.475700,0.434800,2025-01-02,3,0.000000
2025-01-02,17,02:50:00,2:50-3:00,2025-01-02 02:50:00,4067.432600,0.000000,0.451700,0.433500,2025-01-02,3,0.000000
2025-01-02,18,03:00:00,3:00-3:10,2025-01-02 03:00:00,3919.440000,0.000000,0.424900,0.435700,2025-01-02,3,0.000000
2025-01-02,19,03:10:00,3:10-3:20,2025-01-02 03:10:00,4068.323000,0.000000,0.505300,0.437400,2025-01-02,4,0.000000
2025-01-02,20,03:20:00,3:20-3:30,2025-01-02 03:20:00,4140.479200,0.000000,0.547100,0.437100,2025-01-02,4,0.000000
2025-01-02,21,03:30:00,3:30-3:40,2025-01-02 03:30:00,4061.120000,0.000000,0.510300,0.435600,2025-01-02,4,0.000000
2025-01-02,22,03:40:00,3:40-3:50,2025-01-02 03:40:00,4138.704100,0.000000,0.500900,0.435300,2025-01-02,4,0.000000
2025-01-02,23,03:50:00,3:50-4:00,2025-01-02 03:50:00,4283.301100,0.000000,0.524400,0.436000,2025-01-02,4,0.000000
2025-01-02,24,04:00:00,4:00-4:10,2025-01-02 04:00:00,4330.980000,0.000000,0.548000,0.437800,2025-01-02,4,0.000000
2025-01-02,25,04:10:00,4:10-4:20,2025-01-02 04:10:00,4225.158500,0.000000,0.537400,0.440100,2025-01-02,5,0.000000
2025-01-02,26,04:20:00,4:20-4:30,2025-01-02 04:20:00,4201.989000,0.000000,0.498300,0.438900,2025-01-02,5,0.000000
2025-01-02,27,04:30:00,4:30-4:40,2025-01-02 04:30:00,4273.900000,0.000000,0.483500,0.436400,2025-01-02,5,0.000000
2025-01-02,28,04:40:00,4:40-4:50,2025-01-02 04:40:00,4219.035200,0.000000,0.539000,0.439300,2025-01-02,5,0.000000
2025-01-02,29,04:50:00,4:50-5:00,2025-01-02 04:50:00,4069.388500,0.000000,0.540400,0.442200,2025-01-02,5,0.000000
2025-01-02,30,05:00:00,5:00-5:10,2025-01-02 05:00:00,4030.950000,0.000000,0.488300,0.439500,2025-01-02,5,0.000000
2025-01-02,31,05:10:00,5:10-5:20,2025-01-02 05:10:00,4262.955300,0.002200,0.507700,0.433300,2025-01-02,6,0.000000
2025-01-02,32,05:20:00,5:20-5:30,2025-01-02 05:20:00,4330.508600,0.000000,0.551300,0.443900,2025-01-02,6,0.000000
2025-01-02,33,05:30:00,5:30-5:40,2025-01-02 05:30:00,4149.130000,0.000000,0.528000,0.430100,2025-01-02,6,0.000000
2025-01-02,34,05:40:00,5:40-5:50,2025-01-02 05:40:00,4130.334600,0.030700,0.440900,0.371300,2025-01-02,6,0.000000
2025-01-02,35,05:50:00,5:50-6:00,2025-01-02 05:50:00,4641.728600,0.000000,0.641700,0.570800,2025-01-02,6,0.000000
2025-01-02,36,06:00:00,6:00-6:10,2025-01-02 06:00:00,5411.590000,0.000000,1.016800,0.909900,2025-01-02,6,0.000000
2025-01-02,37,06:10:00,6:10-6:20,2025-01-02 06:10:00,5738.801100,0.427900,1.077300,0.936800,2025-01-02,7,6.360400
2025-01-02,38,06:20:00,6:20-6:30,2025-01-02 06:20:00,5695.389100,0.000000,1.035300,0.875800,2025-01-02,7,6.360400
2025-01-02,39,06:30:00,6:30-6:40,2025-01-02 06:30:00,5537.660000,0.000000,1.055200,0.875900,2025-01-02,7,6.360400
2025-01-02,40,06:40:00,6:40-6:50,2025-01-02 06:40:00,5461.574600,5.959600,1.076500,0.860100,2025-01-02,7,6.360400
2025-01-02,41,06:50:00,6:50-7:00,2025-01-02 06:50:00,5483.600500,0.000000,1.061100,0.844200,2025-01-02,7,6.360400
2025-01-02,42,07:00:00,7:0-7:10,2025-01-02 07:00:00,5540.880000,6.637500,1.028400,0.833400,2025-01-02,7,6.360400
2025-01-02,43,07:10:00,7:10-7:20,2025-01-02 07:10:00,5575.336700,192.558300,1.030300,0.809200,2025-01-02,8,1424.732800
2025-01-02,44,07:20:00,7:20-7:30,2025-01-02 07:20:00,5669.963300,445.622200,1.045100,0.797200,2025-01-02,8,1424.732800
2025-01-02,45,07:30:00,7:30-7:40,2025-01-02 07:30:00,5566.660000,701.362500,0.995400,0.764400,2025-01-02,8,1424.732800
2025-01-02,46,07:40:00,7:40-7:50,2025-01-02 07:40:00,5081.945400,976.569500,0.869900,0.689900,2025-01-02,8,1424.732800
2025-01-02,47,07:50:00,7:50-8:00,2025-01-02 07:50:00,5737.554700,1257.849900,1.047400,0.860000,2025-01-02,8,1424.732800
2025-01-02,48,08:00:00,8:00-8:10,2025-01-02 08:00:00,7205.750000,1536.337500,1.414200,1.161700,2025-01-02,8,1424.732800
2025-01-02,49,08:10:00,8:10-8:20,2025-01-02 08:10:00,7519.619900,1820.292400,1.453800,1.168300,2025-01-02,9,2844.205200
